# 3-Component Decay Chain Output
# Input parameters:
#   Half-life A (h): 1.97
#   Half-life B (h): 9.91
#   Na0: 100.0  Nb0: 0.0  Nc0: 0.0
#   tfinal (h): 50.0
#
# t(h)    NA        NB        NC        Total
10.1600   2.802075   57.826499   39.371425   100.000000
10.1700   2.792234   57.795906   39.411861   100.000000
10.1800   2.782426   57.765299   39.452275   100.000000
10.1900   2.772654   57.734679   39.492668   100.000000
10.2000   2.762915   57.704046   39.533039   100.000000
10.2100   2.753211   57.673400   39.573389   100.000000
10.2200   2.743541   57.642742   39.613717   100.000000
10.2300   2.733904   57.612071   39.654024   100.000000
10.2400   2.724302   57.581388   39.694310   100.000000
10.2500   2.714733   57.550692   39.734574   100.000000
10.2600   2.705198   57.519985   39.774817   100.000000
10.2700   2.695697   57.489265   39.815038   100.000000
10.2800   2.686229   57.458534   39.855238   100.000000
10.2900   2.676794   57.427791   39.895416   100.000000
10.3000   2.667392   57.397036   39.935572   100.000000
10.3100   2.658023   57.366269   39.975708   100.000000
10.3200   2.648687   57.335491   40.015821   100.000000
10.3300   2.639384   57.304702   40.055913   100.000000
10.3400   2.630114   57.273902   40.095984   100.000000
10.3500   2.620876   57.243091   40.136033   100.000000
10.3600   2.611671   57.212269   40.176060   100.000000
10.3700   2.602498   57.181436   40.216066   100.000000
10.3800   2.593357   57.150593   40.256051   100.000000
10.3900   2.584248   57.119739   40.296013   100.000000
10.4000   2.575171   57.088874   40.335954   100.000000
10.4100   2.566126   57.058000   40.375874   100.000000
10.4200   2.557113   57.027115   40.415772   100.000000
10.4300   2.548132   56.996220   40.455648   100.000000
10.4400   2.539182   56.965315   40.495503   100.000000
10.4500   2.530264   56.934400   40.535336   100.000000
10.4600   2.521376   56.903476   40.575148   100.000000
10.4700   2.512521   56.872542   40.614938   100.000000
10.4800   2.503696   56.841598   40.654706   100.000000
10.4900   2.494902   56.810646   40.694452   100.000000
10.5000   2.486139   56.779684   40.734177   100.000000
10.5100   2.477407   56.748712   40.773881   100.000000
10.5200   2.468705   56.717732   40.813562   100.000000
10.5300   2.460034   56.686743   40.853222   100.000000
10.5400   2.451394   56.655746   40.892860   100.000000
10.5500   2.442784   56.624739   40.932477   100.000000
10.5600   2.434204   56.593724   40.972072   100.000000
10.5700   2.425654   56.562701   41.011645   100.000000
10.5800   2.417135   56.531669   41.051197   100.000000
10.5900   2.408645   56.500629   41.090726   100.000000
10.6000   2.400185   56.469581   41.130234   100.000000
10.6100   2.391755   56.438525   41.169721   100.000000
10.6200   2.383354   56.407461   41.209185   100.000000
10.6300   2.374983   56.376389   41.248628   100.000000
10.6400   2.366641   56.345309   41.288049   100.000000
10.6500   2.358329   56.314222   41.327449   100.000000
10.6600   2.350045   56.283128   41.366827   100.000000
10.6700   2.341791   56.252026   41.406182   100.000000
10.6800   2.333566   56.220917   41.445517   100.000000
10.6900   2.325370   56.189801   41.484829   100.000000
10.7000   2.317202   56.158678   41.524120   100.000000
10.7100   2.309064   56.127548   41.563388   100.000000
10.7200   2.300953   56.096411   41.602636   100.000000
10.7300   2.292872   56.065267   41.641861   100.000000
10.7400   2.284818   56.034117   41.681064   100.000000
10.7500   2.276793   56.002960   41.720246   100.000000
10.7600   2.268797   55.971797   41.759406   100.000000
10.7700   2.260828   55.940628   41.798544   100.000000
10.7800   2.252887   55.909452   41.837661   100.000000
10.7900   2.244974   55.878271   41.876755   100.000000
10.8000   2.237089   55.847083   41.915828   100.000000
10.8100   2.229232   55.815890   41.954879   100.000000
10.8200   2.221402   55.784690   41.993908   100.000000
10.8300   2.213600   55.753485   42.032915   100.000000
10.8400   2.205825   55.722275   42.071900   100.000000
10.8500   2.198077   55.691059   42.110864   100.000000
10.8600   2.190357   55.659838   42.149806   100.000000
10.8700   2.182663   55.628611   42.188726   100.000000
10.8800   2.174997   55.597379   42.227624   100.000000
10.8900   2.167358   55.566142   42.266500   100.000000
10.9000   2.159745   55.534900   42.305354   100.000000
10.9100   2.152160   55.503653   42.344187   100.000000
10.9200   2.144601   55.472402   42.382998   100.000000
10.9300   2.137068   55.441146   42.421786   100.000000
10.9400   2.129562   55.409885   42.460553   100.000000
10.9500   2.122082   55.378619   42.499298   100.000000
10.9600   2.114629   55.347350   42.538022   100.000000
10.9700   2.107201   55.316076   42.576723   100.000000
10.9800   2.099800   55.284797   42.615402   100.000000
10.9900   2.092425   55.253515   42.654060   100.000000
11.0000   2.085076   55.222229   42.692696   100.000000
11.0100   2.077752   55.190938   42.731309   100.000000
11.0200   2.070455   55.159644   42.769901   100.000000
11.0300   2.063182   55.128346   42.808471   100.000000
11.0400   2.055936   55.097045   42.847020   100.000000
11.0500   2.048715   55.065739   42.885546   100.000000
11.0600   2.041519   55.034431   42.924050   100.000000
11.0700   2.034349   55.003119   42.962533   100.000000
11.0800   2.027203   54.971804   43.000993   100.000000
11.0900   2.020083   54.940485   43.039432   100.000000
11.1000   2.012988   54.909164   43.077849   100.000000
11.1100   2.005918   54.877839   43.116243   100.000000
11.1200   1.998872   54.846512   43.154616   100.000000
11.1300   1.991851   54.815181   43.192967   100.000000
11.1400   1.984855   54.783848   43.231296   100.000000
11.1500   1.977884   54.752513   43.269604   100.000000
11.1600   1.970937   54.721174   43.307889   100.000000
11.1700   1.964014   54.689834   43.346152   100.000000
11.1800   1.957116   54.658490   43.384394   100.000000
11.1900   1.950242   54.627145   43.422613   100.000000
11.2000   1.943392   54.595797   43.460811   100.000000
11.2100   1.936566   54.564447   43.498986   100.000000
11.2200   1.929764   54.533096   43.537140   100.000000
11.2300   1.922986   54.501742   43.575272   100.000000
11.2400   1.916232   54.470386   43.613382   100.000000
11.2500   1.909502   54.439029   43.651470   100.000000
11.2600   1.902795   54.407669   43.689536   100.000000
11.2700   1.896112   54.376309   43.727580   100.000000
11.2800   1.889452   54.344946   43.765602   100.000000
11.2900   1.882816   54.313583   43.803602   100.000000
11.3000   1.876203   54.282217   43.841580   100.000000
11.3100   1.869613   54.250851   43.879536   100.000000
11.3200   1.863046   54.219483   43.917471   100.000000
11.3300   1.856502   54.188114   43.955383   100.000000
11.3400   1.849982   54.156745   43.993274   100.000000
11.3500   1.843484   54.125374   44.031142   100.000000
11.3600   1.837009   54.094002   44.068989   100.000000
11.3700   1.830557   54.062630   44.106813   100.000000
11.3800   1.824127   54.031257   44.144616   100.000000
11.3900   1.817720   53.999883   44.182397   100.000000
11.4000   1.811336   53.968508   44.220156   100.000000
11.4100   1.804974   53.937133   44.257893   100.000000
11.4200   1.798634   53.905758   44.295608   100.000000
11.4300   1.792317   53.874383   44.333301   100.000000
11.4400   1.786022   53.843007   44.370972   100.000000
11.4500   1.779749   53.811631   44.408621   100.000000
11.4600   1.773498   53.780255   44.446248   100.000000
11.4700   1.767268   53.748879   44.483853   100.000000
11.4800   1.761061   53.717503   44.521436   100.000000
11.4900   1.754876   53.686127   44.558998   100.000000
11.5000   1.748712   53.654751   44.596537   100.000000
11.5100   1.742570   53.623376   44.634054   100.000000
11.5200   1.736449   53.592001   44.671550   100.000000
11.5300   1.730351   53.560626   44.709023   100.000000
11.5400   1.724273   53.529252   44.746475   100.000000
11.5500   1.718217   53.497879   44.783905   100.000000
11.5600   1.712182   53.466506   44.821312   100.000000
11.5700   1.706168   53.435134   44.858698   100.000000
11.5800   1.700175   53.403763   44.896062   100.000000
11.5900   1.694204   53.372392   44.933404   100.000000
11.6000   1.688253   53.341023   44.970724   100.000000
11.6100   1.682324   53.309655   45.008022   100.000000
11.6200   1.676415   53.278288   45.045298   100.000000
11.6300   1.670527   53.246922   45.082552   100.000000
11.6400   1.664659   53.215557   45.119784   100.000000
11.6500   1.658812   53.184193   45.156994   100.000000
11.6600   1.652986   53.152831   45.194183   100.000000
11.6700   1.647180   53.121471   45.231349   100.000000
11.6800   1.641395   53.090112   45.268493   100.000000
11.6900   1.635630   53.058755   45.305616   100.000000
11.7000   1.629885   53.027399   45.342716   100.000000
11.7100   1.624160   52.996045   45.379795   100.000000
11.7200   1.618455   52.964693   45.416852   100.000000
11.7300   1.612771   52.933343   45.453887   100.000000
11.7400   1.607106   52.901994   45.490899   100.000000
11.7500   1.601462   52.870648   45.527890   100.000000
11.7600   1.595837   52.839304   45.564859   100.000000
11.7700   1.590232   52.807962   45.601806   100.000000
11.7800   1.584646   52.776622   45.638732   100.000000
11.7900   1.579080   52.745285   45.675635   100.000000
11.8000   1.573534   52.713950   45.712516   100.000000
11.8100   1.568007   52.682617   45.749375   100.000000
11.8200   1.562500   52.651287   45.786213   100.000000
11.8300   1.557012   52.619959   45.823029   100.000000
11.8400   1.551543   52.588635   45.859822   100.000000
11.8500   1.546094   52.557312   45.896594   100.000000
11.8600   1.540663   52.525993   45.933344   100.000000
11.8700   1.535252   52.494676   45.970072   100.000000
11.8800   1.529860   52.463363   46.006778   100.000000
11.8900   1.524486   52.432052   46.043462   100.000000
11.9000   1.519132   52.400744   46.080124   100.000000
11.9100   1.513796   52.369439   46.116765   100.000000
11.9200   1.508479   52.338138   46.153383   100.000000
11.9300   1.503181   52.306840   46.189980   100.000000
11.9400   1.497901   52.275545   46.226554   100.000000
11.9500   1.492640   52.244253   46.263107   100.000000
11.9600   1.487397   52.212965   46.299638   100.000000
11.9700   1.482173   52.181680   46.336147   100.000000
11.9800   1.476967   52.150399   46.372634   100.000000
11.9900   1.471780   52.119121   46.409099   100.000000
12.0000   1.466610   52.087847   46.445543   100.000000
12.0100   1.461459   52.056577   46.481964   100.000000
12.0200   1.456326   52.025310   46.518364   100.000000
12.0300   1.451211   51.994048   46.554741   100.000000
12.0400   1.446114   51.962789   46.591097   100.000000
12.0500   1.441035   51.931534   46.627431   100.000000
12.0600   1.435973   51.900283   46.663744   100.000000
12.0700   1.430930   51.869037   46.700034   100.000000
12.0800   1.425904   51.837794   46.736302   100.000000
12.0900   1.420895   51.806556   46.772549   100.000000
12.1000   1.415905   51.775321   46.808774   100.000000
12.1100   1.410932   51.744092   46.844977   100.000000
12.1200   1.405976   51.712866   46.881158   100.000000
12.1300   1.401038   51.681645   46.917317   100.000000
12.1400   1.396117   51.650429   46.953454   100.000000
12.1500   1.391213   51.619217   46.989570   100.000000
12.1600   1.386327   51.588010   47.025664   100.000000
12.1700   1.381458   51.556807   47.061736   100.000000
12.1800   1.376605   51.525609   47.097786   100.000000
12.1900   1.371770   51.494416   47.133814   100.000000
12.2000   1.366952   51.463227   47.169820   100.000000
12.2100   1.362151   51.432044   47.205805   100.000000
12.2200   1.357367   51.400865   47.241768   100.000000
12.2300   1.352599   51.369692   47.277709   100.000000
12.2400   1.347848   51.338523   47.313628   100.000000
12.2500   1.343114   51.307360   47.349526   100.000000
12.2600   1.338397   51.276202   47.385401   100.000000
12.2700   1.333696   51.245049   47.421255   100.000000
12.2800   1.329012   51.213901   47.457087   100.000000
12.2900   1.324344   51.182759   47.492897   100.000000
12.3000   1.319692   51.151622   47.528686   100.000000
12.3100   1.315057   51.120490   47.564453   100.000000
12.3200   1.310438   51.089364   47.600198   100.000000
12.3300   1.305835   51.058244   47.635921   100.000000
12.3400   1.301249   51.027129   47.671622   100.000000
12.3500   1.296678   50.996020   47.707302   100.000000
12.3600   1.292124   50.964916   47.742960   100.000000
12.3700   1.287586   50.933819   47.778596   100.000000
12.3800   1.283063   50.902727   47.814210   100.000000
12.3900   1.278557   50.871641   47.849803   100.000000
12.4000   1.274066   50.840560   47.885374   100.000000
12.4100   1.269591   50.809486   47.920923   100.000000
12.4200   1.265132   50.778418   47.956450   100.000000
12.4300   1.260688   50.747356   47.991956   100.000000
12.4400   1.256260   50.716300   48.027440   100.000000
12.4500   1.251848   50.685250   48.062902   100.000000
12.4600   1.247451   50.654206   48.098343   100.000000
12.4700   1.243069   50.623169   48.133762   100.000000
12.4800   1.238703   50.592138   48.169159   100.000000
12.4900   1.234353   50.561113   48.204534   100.000000
12.5000   1.230017   50.530095   48.239888   100.000000
12.5100   1.225697   50.499083   48.275220   100.000000
12.5200   1.221392   50.468078   48.310530   100.000000
12.5300   1.217102   50.437079   48.345819   100.000000
12.5400   1.212827   50.406087   48.381086   100.000000
12.5500   1.208567   50.375101   48.416331   100.000000
12.5600   1.204322   50.344123   48.451555   100.000000
12.5700   1.200092   50.313151   48.486757   100.000000
12.5800   1.195877   50.282186   48.521937   100.000000
12.5900   1.191677   50.251227   48.557096   100.000000
12.6000   1.187491   50.220276   48.592233   100.000000
12.6100   1.183321   50.189331   48.627348   100.000000
12.6200   1.179164   50.158394   48.662442   100.000000
12.6300   1.175023   50.127463   48.697514   100.000000
12.6400   1.170896   50.096540   48.732564   100.000000
12.6500   1.166783   50.065624   48.767593   100.000000
12.6600   1.162685   50.034715   48.802600   100.000000
12.6700   1.158601   50.003813   48.837586   100.000000
12.6800   1.154532   49.972918   48.872550   100.000000
12.6900   1.150477   49.942031   48.907492   100.000000
12.7000   1.146436   49.911151   48.942413   100.000000
12.7100   1.142409   49.880278   48.977312   100.000000
12.7200   1.138397   49.849413   49.012190   100.000000
12.7300   1.134398   49.818556   49.047046   100.000000
12.7400   1.130414   49.787706   49.081880   100.000000
12.7500   1.126444   49.756863   49.116693   100.000000
12.7600   1.122487   49.726029   49.151484   100.000000
12.7700   1.118545   49.695201   49.186254   100.000000
12.7800   1.114616   49.664382   49.221002   100.000000
12.7900   1.110701   49.633570   49.255729   100.000000
12.8000   1.106800   49.602766   49.290434   100.000000
12.8100   1.102912   49.571970   49.325117   100.000000
12.8200   1.099039   49.541182   49.359779   100.000000
12.8300   1.095178   49.510402   49.394420   100.000000
12.8400   1.091332   49.479630   49.429039   100.000000
12.8500   1.087499   49.448865   49.463636   100.000000
12.8600   1.083679   49.418109   49.498212   100.000000
12.8700   1.079873   49.387361   49.532766   100.000000
12.8800   1.076080   49.356621   49.567299   100.000000
12.8900   1.072300   49.325889   49.601810   100.000000
12.9000   1.068534   49.295166   49.636300   100.000000
12.9100   1.064781   49.264450   49.670769   100.000000
12.9200   1.061041   49.233743   49.705216   100.000000
12.9300   1.057314   49.203045   49.739641   100.000000
12.9400   1.053601   49.172354   49.774045   100.000000
12.9500   1.049900   49.141672   49.808427   100.000000
12.9600   1.046213   49.110999   49.842788   100.000000
12.9700   1.042538   49.080334   49.877128   100.000000
12.9800   1.038876   49.049678   49.911446   100.000000
12.9900   1.035227   49.019030   49.945743   100.000000
13.0000   1.031591   48.988391   49.980018   100.000000
13.0100   1.027968   48.957760   50.014272   100.000000
13.0200   1.024357   48.927138   50.048504   100.000000
13.0300   1.020759   48.896525   50.082715   100.000000
13.0400   1.017174   48.865921   50.116905   100.000000
13.0500   1.013602   48.835325   50.151073   100.000000
13.0600   1.010041   48.804739   50.185220   100.000000
13.0700   1.006494   48.774161   50.219345   100.000000
13.0800   1.002959   48.743592   50.253449   100.000000
13.0900   0.999436   48.713032   50.287532   100.000000
13.1000   0.995926   48.682481   50.321593   100.000000
13.1100   0.992428   48.651939   50.355633   100.000000
13.1200   0.988942   48.621406   50.389652   100.000000
13.1300   0.985468   48.590883   50.423649   100.000000
13.1400   0.982007   48.560368   50.457625   100.000000
13.1500   0.978558   48.529863   50.491579   100.000000
13.1600   0.975121   48.499367   50.525512   100.000000
13.1700   0.971696   48.468880   50.559424   100.000000
13.1800   0.968283   48.438402   50.593315   100.000000
13.1900   0.964882   48.407934   50.627184   100.000000
13.2000   0.961493   48.377475   50.661032   100.000000
13.2100   0.958116   48.347025   50.694858   100.000000
13.2200   0.954751   48.316585   50.728664   100.000000
13.2300   0.951398   48.286155   50.762448   100.000000
13.2400   0.948056   48.255734   50.796210   100.000000
13.2500   0.944726   48.225322   50.829952   100.000000
13.2600   0.941408   48.194920   50.863672   100.000000
13.2700   0.938101   48.164528   50.897371   100.000000
13.2800   0.934806   48.134145   50.931049   100.000000
13.2900   0.931523   48.103772   50.964705   100.000000
13.3000   0.928251   48.073409   50.998340   100.000000
13.3100   0.924991   48.043055   51.031954   100.000000
13.3200   0.921742   48.012711   51.065547   100.000000
13.3300   0.918505   47.982377   51.099118   100.000000
13.3400   0.915278   47.952053   51.132669   100.000000
13.3500   0.912064   47.921738   51.166198   100.000000
13.3600   0.908860   47.891434   51.199706   100.000000
13.3700   0.905668   47.861140   51.233192   100.000000
13.3800   0.902487   47.830855   51.266658   100.000000
13.3900   0.899317   47.800581   51.300102   100.000000
13.4000   0.896158   47.770316   51.333525   100.000000
13.4100   0.893011   47.740062   51.366927   100.000000
13.4200   0.889874   47.709817   51.400308   100.000000
13.4300   0.886749   47.679583   51.433668   100.000000
13.4400   0.883634   47.649359   51.467006   100.000000
13.4500   0.880531   47.619146   51.500324   100.000000
13.4600   0.877438   47.588942   51.533620   100.000000
13.4700   0.874356   47.558749   51.566895   100.000000
13.4800   0.871285   47.528566   51.600149   100.000000
13.4900   0.868225   47.498393   51.633382   100.000000
13.5000   0.865175   47.468231   51.666594   100.000000
13.5100   0.862136   47.438079   51.699785   100.000000
13.5200   0.859108   47.407937   51.732954   100.000000
13.5300   0.856091   47.377806   51.766103   100.000000
13.5400   0.853084   47.347685   51.799231   100.000000
13.5500   0.850088   47.317575   51.832337   100.000000
13.5600   0.847102   47.287476   51.865422   100.000000
13.5700   0.844127   47.257387   51.898487   100.000000
13.5800   0.841162   47.227308   51.931530   100.000000
13.5900   0.838207   47.197240   51.964552   100.000000
13.6000   0.835263   47.167183   51.997553   100.000000
13.6100   0.832330   47.137137   52.030534   100.000000
13.6200   0.829406   47.107101   52.063493   100.000000
13.6300   0.826493   47.077076   52.096431   100.000000
13.6400   0.823590   47.047062   52.129348   100.000000
13.6500   0.820697   47.017058   52.162244   100.000000
13.6600   0.817815   46.987066   52.195120   100.000000
13.6700   0.814942   46.957084   52.227974   100.000000
13.6800   0.812080   46.927113   52.260807   100.000000
13.6900   0.809228   46.897153   52.293620   100.000000
13.7000   0.806385   46.867204   52.326411   100.000000
13.7100   0.803553   46.837266   52.359181   100.000000
13.7200   0.800731   46.807338   52.391931   100.000000
13.7300   0.797918   46.777422   52.424659   100.000000
13.7400   0.795116   46.747517   52.457367   100.000000
13.7500   0.792323   46.717623   52.490054   100.000000
13.7600   0.789540   46.687740   52.522720   100.000000
13.7700   0.786767   46.657868   52.555365   100.000000
13.7800   0.784004   46.628008   52.587989   100.000000
13.7900   0.781250   46.598158   52.620592   100.000000
13.8000   0.778506   46.568320   52.653174   100.000000
13.8100   0.775772   46.538493   52.685735   100.000000
13.8200   0.773047   46.508677   52.718276   100.000000
13.8300   0.770332   46.478873   52.750796   100.000000
13.8400   0.767626   46.449079   52.783295   100.000000
13.8500   0.764930   46.419298   52.815773   100.000000
13.8600   0.762243   46.389527   52.848230   100.000000
13.8700   0.759566   46.359768   52.880666   100.000000
13.8800   0.756898   46.330020   52.913082   100.000000
13.8900   0.754240   46.300284   52.945477   100.000000
13.9000   0.751590   46.270559   52.977850   100.000000
13.9100   0.748951   46.240846   53.010204   100.000000
13.9200   0.746320   46.211144   53.042536   100.000000
13.9300   0.743699   46.181454   53.074848   100.000000
13.9400   0.741087   46.151775   53.107139   100.000000
13.9500   0.738484   46.122108   53.139409   100.000000
13.9600   0.735890   46.092452   53.171658   100.000000
13.9700   0.733305   46.062808   53.203887   100.000000
13.9800   0.730730   46.033176   53.236095   100.000000
13.9900   0.728163   46.003555   53.268282   100.000000
14.0000   0.725605   45.973946   53.300448   100.000000
14.0100   0.723057   45.944349   53.332594   100.000000
14.0200   0.720517   45.914764   53.364719   100.000000
14.0300   0.717987   45.885190   53.396823   100.000000
14.0400   0.715465   45.855628   53.428907   100.000000
14.0500   0.712952   45.826078   53.460970   100.000000
14.0600   0.710448   45.796540   53.493013   100.000000
14.0700   0.707952   45.767013   53.525034   100.000000
14.0800   0.705466   45.737499   53.557035   100.000000
14.0900   0.702988   45.707996   53.589016   100.000000
14.1000   0.700519   45.678506   53.620976   100.000000
14.1100   0.698058   45.649027   53.652915   100.000000
14.1200   0.695607   45.619560   53.684833   100.000000
14.1300   0.693163   45.590105   53.716731   100.000000
14.1400   0.690729   45.560663   53.748609   100.000000
14.1500   0.688303   45.531232   53.780465   100.000000
14.1600   0.685885   45.501813   53.812301   100.000000
14.1700   0.683476   45.472407   53.844117   100.000000
14.1800   0.681076   45.443012   53.875912   100.000000
14.1900   0.678683   45.413630   53.907687   100.000000
14.2000   0.676300   45.384260   53.939441   100.000000
14.2100   0.673924   45.354902   53.971174   100.000000
14.2200   0.671557   45.325556   54.002887   100.000000
14.2300   0.669198   45.296222   54.034579   100.000000
14.2400   0.666848   45.266901   54.066251   100.000000
14.2500   0.664506   45.237592   54.097902   100.000000
14.2600   0.662172   45.208295   54.129533   100.000000
14.2700   0.659846   45.179010   54.161143   100.000000
14.2800   0.657528   45.149738   54.192733   100.000000
14.2900   0.655219   45.120478   54.224303   100.000000
14.3000   0.652918   45.091231   54.255852   100.000000
14.3100   0.650624   45.061995   54.287380   100.000000
14.3200   0.648339   45.032773   54.318888   100.000000
14.3300   0.646062   45.003562   54.350376   100.000000
14.3400   0.643793   44.974364   54.381843   100.000000
14.3500   0.641532   44.945179   54.413290   100.000000
14.3600   0.639278   44.916006   54.444716   100.000000
14.3700   0.637033   44.886845   54.476122   100.000000
14.3800   0.634795   44.857697   54.507508   100.000000
14.3900   0.632566   44.828561   54.538873   100.000000
14.4000   0.630344   44.799438   54.570218   100.000000
14.4100   0.628130   44.770328   54.601542   100.000000
14.4200   0.625924   44.741230   54.632846   100.000000
14.4300   0.623725   44.712145   54.664130   100.000000
14.4400   0.621535   44.683072   54.695393   100.000000
14.4500   0.619352   44.654012   54.726636   100.000000
14.4600   0.617176   44.624965   54.757859   100.000000
14.4700   0.615009   44.595930   54.789061   100.000000
14.4800   0.612849   44.566908   54.820244   100.000000
14.4900   0.610696   44.537899   54.851405   100.000000
14.5000   0.608551   44.508902   54.882547   100.000000
14.5100   0.606414   44.479918   54.913668   100.000000
14.5200   0.604284   44.450947   54.944769   100.000000
14.5300   0.602161   44.421989   54.975850   100.000000
14.5400   0.600046   44.393043   55.006910   100.000000
14.5500   0.597939   44.364111   55.037951   100.000000
14.5600   0.595838   44.335191   55.068971   100.000000
14.5700   0.593746   44.306284   55.099970   100.000000
14.5800   0.591660   44.277390   55.130950   100.000000
14.5900   0.589582   44.248508   55.161909   100.000000
14.6000   0.587511   44.219640   55.192849   100.000000
14.6100   0.585448   44.190785   55.223768   100.000000
14.6200   0.583392   44.161942   55.254666   100.000000
14.6300   0.581342   44.133112   55.285545   100.000000
14.6400   0.579301   44.104296   55.316404   100.000000
14.6500   0.577266   44.075492   55.347242   100.000000
14.6600   0.575238   44.046702   55.378060   100.000000
14.6700   0.573218   44.017924   55.408858   100.000000
14.6800   0.571205   43.989159   55.439636   100.000000
14.6900   0.569198   43.960408   55.470394   100.000000
14.7000   0.567199   43.931669   55.501132   100.000000
14.7100   0.565207   43.902944   55.531849   100.000000
14.7200   0.563222   43.874232   55.562547   100.000000
14.7300   0.561244   43.845532   55.593224   100.000000
14.7400   0.559272   43.816846   55.623882   100.000000
14.7500   0.557308   43.788173   55.654519   100.000000
14.7600   0.555350   43.759513   55.685136   100.000000
14.7700   0.553400   43.730867   55.715733   100.000000
14.7800   0.551456   43.702233   55.746311   100.000000
14.7900   0.549519   43.673613   55.776868   100.000000
14.8000   0.547589   43.645006   55.807405   100.000000
14.8100   0.545666   43.616412   55.837922   100.000000
14.8200   0.543749   43.587832   55.868419   100.000000
14.8300   0.541839   43.559264   55.898896   100.000000
14.8400   0.539936   43.530710   55.929354   100.000000
14.8500   0.538040   43.502169   55.959791   100.000000
14.8600   0.536150   43.473642   55.990208   100.000000
14.8700   0.534267   43.445128   56.020605   100.000000
14.8800   0.532390   43.416627   56.050983   100.000000
14.8900   0.530521   43.388139   56.081340   100.000000
14.9000   0.528657   43.359665   56.111678   100.000000
14.9100   0.526800   43.331204   56.141995   100.000000
14.9200   0.524950   43.302757   56.172293   100.000000
14.9300   0.523106   43.274323   56.202571   100.000000
14.9400   0.521269   43.245902   56.232829   100.000000
14.9500   0.519438   43.217495   56.263067   100.000000
14.9600   0.517614   43.189101   56.293285   100.000000
14.9700   0.515796   43.160721   56.323484   100.000000
14.9800   0.513984   43.132354   56.353662   100.000000
14.9900   0.512179   43.104001   56.383821   100.000000
15.0000   0.510380   43.075661   56.413960   100.000000
15.0100   0.508587   43.047334   56.444079   100.000000
15.0200   0.506801   43.019021   56.474178   100.000000
15.0300   0.505021   42.990722   56.504257   100.000000
15.0400   0.503247   42.962436   56.534317   100.000000
15.0500   0.501479   42.934164   56.564357   100.000000
15.0600   0.499718   42.905905   56.594377   100.000000
15.0700   0.497963   42.877660   56.624377   100.000000
15.0800   0.496214   42.849429   56.654358   100.000000
15.0900   0.494471   42.821211   56.684318   100.000000
15.1000   0.492734   42.793006   56.714260   100.000000
15.1100   0.491004   42.764815   56.744181   100.000000
15.1200   0.489279   42.736638   56.774083   100.000000
15.1300   0.487560   42.708475   56.803965   100.000000
15.1400   0.485848   42.680325   56.833827   100.000000
15.1500   0.484142   42.652189   56.863669   100.000000
15.1600   0.482441   42.624067   56.893492   100.000000
15.1700   0.480747   42.595958   56.923296   100.000000
15.1800   0.479058   42.567863   56.953079   100.000000
15.1900   0.477375   42.539781   56.982843   100.000000
15.2000   0.475699   42.511714   57.012587   100.000000
15.2100   0.474028   42.483660   57.042312   100.000000
15.2200   0.472363   42.455620   57.072017   100.000000
15.2300   0.470704   42.427594   57.101703   100.000000
15.2400   0.469051   42.399581   57.131368   100.000000
15.2500   0.467403   42.371582   57.161015   100.000000
15.2600   0.465762   42.343597   57.190641   100.000000
15.2700   0.464126   42.315626   57.220248   100.000000
15.2800   0.462495   42.287669   57.249836   100.000000
15.2900   0.460871   42.259725   57.279404   100.000000
15.3000   0.459252   42.231795   57.308952   100.000000
15.3100   0.457639   42.203879   57.338481   100.000000
15.3200   0.456032   42.175977   57.367991   100.000000
15.3300   0.454430   42.148089   57.397481   100.000000
15.3400   0.452834   42.120215   57.426951   100.000000
15.3500   0.451243   42.092354   57.456402   100.000000
15.3600   0.449659   42.064508   57.485833   100.000000
15.3700   0.448079   42.036675   57.515245   100.000000
15.3800   0.446505   42.008857   57.544638   100.000000
15.3900   0.444937   41.981052   57.574011   100.000000
15.4000   0.443374   41.953261   57.603365   100.000000
15.4100   0.441817   41.925484   57.632699   100.000000
15.4200   0.440265   41.897721   57.662013   100.000000
15.4300   0.438719   41.869972   57.691309   100.000000
15.4400   0.437178   41.842237   57.720585   100.000000
15.4500   0.435642   41.814516   57.749841   100.000000
15.4600   0.434112   41.786809   57.779078   100.000000
15.4700   0.432588   41.759116   57.808296   100.000000
15.4800   0.431068   41.731437   57.837495   100.000000
15.4900   0.429554   41.703772   57.866674   100.000000
15.5000   0.428045   41.676121   57.895833   100.000000
15.5100   0.426542   41.648484   57.924974   100.000000
15.5200   0.425044   41.620861   57.954095   100.000000
15.5300   0.423551   41.593253   57.983196   100.000000
15.5400   0.422063   41.565658   58.012279   100.000000
15.5500   0.420581   41.538077   58.041342   100.000000
15.5600   0.419104   41.510510   58.070386   100.000000
15.5700   0.417632   41.482958   58.099410   100.000000
15.5800   0.416165   41.455420   58.128416   100.000000
15.5900   0.414703   41.427895   58.157402   100.000000
15.6000   0.413246   41.400385   58.186369   100.000000
15.6100   0.411795   41.372889   58.215316   100.000000
15.6200   0.410349   41.345407   58.244244   100.000000
15.6300   0.408907   41.317939   58.273154   100.000000
15.6400   0.407471   41.290485   58.302043   100.000000
15.6500   0.406040   41.263046   58.330914   100.000000
15.6600   0.404614   41.235620   58.359766   100.000000
15.6700   0.403193   41.208209   58.388598   100.000000
15.6800   0.401777   41.180812   58.417411   100.000000
15.6900   0.400365   41.153429   58.446205   100.000000
15.7000   0.398959   41.126061   58.474980   100.000000
