# 3-Component Decay Chain Output
# Input parameters:
#   Half-life A (h): 1.97
#   Half-life B (h): 9.91
#   Na0: 100.0  Nb0: 0.0  Nc0: 0.0
#   tfinal (h): 50.0
#
# t(h)    NA        NB        NC        Total
22.5800   0.035450   25.680692   74.283858   100.000000
22.5900   0.035325   25.662861   74.301814   100.000000
22.6000   0.035201   25.645041   74.319757   100.000000
22.6100   0.035078   25.627234   74.337688   100.000000
22.6200   0.034955   25.609439   74.355607   100.000000
22.6300   0.034832   25.591655   74.373513   100.000000
22.6400   0.034709   25.573884   74.391406   100.000000
22.6500   0.034587   25.556125   74.409288   100.000000
22.6600   0.034466   25.538377   74.427157   100.000000
22.6700   0.034345   25.520642   74.445013   100.000000
22.6800   0.034224   25.502919   74.462857   100.000000
22.6900   0.034104   25.485207   74.480689   100.000000
22.7000   0.033984   25.467508   74.498508   100.000000
22.7100   0.033865   25.449820   74.516315   100.000000
22.7200   0.033746   25.432145   74.534109   100.000000
22.7300   0.033627   25.414481   74.551891   100.000000
22.7400   0.033509   25.396830   74.569661   100.000000
22.7500   0.033392   25.379190   74.587419   100.000000
22.7600   0.033274   25.361562   74.605164   100.000000
22.7700   0.033158   25.343946   74.622896   100.000000
22.7800   0.033041   25.326342   74.640617   100.000000
22.7900   0.032925   25.308750   74.658325   100.000000
22.8000   0.032809   25.291170   74.676021   100.000000
22.8100   0.032694   25.273601   74.693704   100.000000
22.8200   0.032579   25.256045   74.711376   100.000000
22.8300   0.032465   25.238500   74.729035   100.000000
22.8400   0.032351   25.220968   74.746681   100.000000
22.8500   0.032237   25.203447   74.764316   100.000000
22.8600   0.032124   25.185938   74.781938   100.000000
22.8700   0.032011   25.168441   74.799548   100.000000
22.8800   0.031899   25.150955   74.817146   100.000000
22.8900   0.031787   25.133482   74.834731   100.000000
22.9000   0.031675   25.116020   74.852305   100.000000
22.9100   0.031564   25.098570   74.869866   100.000000
22.9200   0.031453   25.081132   74.887415   100.000000
22.9300   0.031342   25.063706   74.904951   100.000000
22.9400   0.031232   25.046292   74.922476   100.000000
22.9500   0.031123   25.028889   74.939988   100.000000
22.9600   0.031013   25.011498   74.957489   100.000000
22.9700   0.030904   24.994119   74.974977   100.000000
22.9800   0.030796   24.976752   74.992452   100.000000
22.9900   0.030688   24.959396   75.009916   100.000000
23.0000   0.030580   24.942052   75.027368   100.000000
23.0100   0.030473   24.924720   75.044807   100.000000
23.0200   0.030366   24.907400   75.062235   100.000000
23.0300   0.030259   24.890091   75.079650   100.000000
23.0400   0.030153   24.872795   75.097053   100.000000
23.0500   0.030047   24.855509   75.114444   100.000000
23.0600   0.029941   24.838236   75.131823   100.000000
23.0700   0.029836   24.820974   75.149190   100.000000
23.0800   0.029731   24.803724   75.166545   100.000000
23.0900   0.029627   24.786486   75.183887   100.000000
23.1000   0.029523   24.769259   75.201218   100.000000
23.1100   0.029419   24.752044   75.218537   100.000000
23.1200   0.029316   24.734841   75.235843   100.000000
23.1300   0.029213   24.717649   75.253138   100.000000
23.1400   0.029110   24.700470   75.270420   100.000000
23.1500   0.029008   24.683301   75.287691   100.000000
23.1600   0.028906   24.666145   75.304949   100.000000
23.1700   0.028804   24.649000   75.322196   100.000000
23.1800   0.028703   24.631866   75.339431   100.000000
23.1900   0.028602   24.614744   75.356653   100.000000
23.2000   0.028502   24.597634   75.373864   100.000000
23.2100   0.028402   24.580536   75.391062   100.000000
23.2200   0.028302   24.563449   75.408249   100.000000
23.2300   0.028203   24.546373   75.425424   100.000000
23.2400   0.028104   24.529310   75.442587   100.000000
23.2500   0.028005   24.512258   75.459737   100.000000
23.2600   0.027907   24.495217   75.476876   100.000000
23.2700   0.027809   24.478188   75.494003   100.000000
23.2800   0.027711   24.461171   75.511119   100.000000
23.2900   0.027614   24.444165   75.528222   100.000000
23.3000   0.027517   24.427170   75.545313   100.000000
23.3100   0.027420   24.410187   75.562393   100.000000
23.3200   0.027324   24.393216   75.579460   100.000000
23.3300   0.027228   24.376256   75.596516   100.000000
23.3400   0.027132   24.359308   75.613560   100.000000
23.3500   0.027037   24.342372   75.630592   100.000000
23.3600   0.026942   24.325446   75.647612   100.000000
23.3700   0.026847   24.308533   75.664620   100.000000
23.3800   0.026753   24.291630   75.681617   100.000000
23.3900   0.026659   24.274740   75.698601   100.000000
23.4000   0.026565   24.257860   75.715574   100.000000
23.4100   0.026472   24.240993   75.732535   100.000000
23.4200   0.026379   24.224136   75.749485   100.000000
23.4300   0.026286   24.207292   75.766422   100.000000
23.4400   0.026194   24.190458   75.783348   100.000000
23.4500   0.026102   24.173636   75.800262   100.000000
23.4600   0.026010   24.156826   75.817164   100.000000
23.4700   0.025919   24.140027   75.834054   100.000000
23.4800   0.025828   24.123239   75.850933   100.000000
23.4900   0.025737   24.106463   75.867800   100.000000
23.5000   0.025647   24.089698   75.884655   100.000000
23.5100   0.025557   24.072945   75.901499   100.000000
23.5200   0.025467   24.056203   75.918330   100.000000
23.5300   0.025377   24.039472   75.935151   100.000000
23.5400   0.025288   24.022753   75.951959   100.000000
23.5500   0.025200   24.006045   75.968756   100.000000
23.5600   0.025111   23.989348   75.985541   100.000000
23.5700   0.025023   23.972663   76.002314   100.000000
23.5800   0.024935   23.955989   76.019076   100.000000
23.5900   0.024847   23.939327   76.035826   100.000000
23.6000   0.024760   23.922676   76.052564   100.000000
23.6100   0.024673   23.906036   76.069291   100.000000
23.6200   0.024586   23.889408   76.086006   100.000000
23.6300   0.024500   23.872791   76.102709   100.000000
23.6400   0.024414   23.856185   76.119401   100.000000
23.6500   0.024328   23.839590   76.136081   100.000000
23.6600   0.024243   23.823007   76.152750   100.000000
23.6700   0.024158   23.806435   76.169407   100.000000
23.6800   0.024073   23.789875   76.186052   100.000000
23.6900   0.023988   23.773326   76.202686   100.000000
23.7000   0.023904   23.756788   76.219308   100.000000
23.7100   0.023820   23.740261   76.235919   100.000000
23.7200   0.023736   23.723745   76.252518   100.000000
23.7300   0.023653   23.707241   76.269106   100.000000
23.7400   0.023570   23.690748   76.285682   100.000000
23.7500   0.023487   23.674266   76.302247   100.000000
23.7600   0.023405   23.657796   76.318800   100.000000
23.7700   0.023323   23.641336   76.335341   100.000000
23.7800   0.023241   23.624888   76.351871   100.000000
23.7900   0.023159   23.608451   76.368390   100.000000
23.8000   0.023078   23.592026   76.384897   100.000000
23.8100   0.022997   23.575611   76.401392   100.000000
23.8200   0.022916   23.559208   76.417876   100.000000
23.8300   0.022835   23.542816   76.434349   100.000000
23.8400   0.022755   23.526435   76.450810   100.000000
23.8500   0.022675   23.510065   76.467259   100.000000
23.8600   0.022596   23.493707   76.483698   100.000000
23.8700   0.022516   23.477359   76.500124   100.000000
23.8800   0.022437   23.461023   76.516540   100.000000
23.8900   0.022358   23.444698   76.532944   100.000000
23.9000   0.022280   23.428384   76.549336   100.000000
23.9100   0.022201   23.412081   76.565717   100.000000
23.9200   0.022124   23.395790   76.582087   100.000000
23.9300   0.022046   23.379509   76.598445   100.000000
23.9400   0.021968   23.363239   76.614792   100.000000
23.9500   0.021891   23.346981   76.631128   100.000000
23.9600   0.021814   23.330734   76.647452   100.000000
23.9700   0.021738   23.314498   76.663765   100.000000
23.9800   0.021661   23.298272   76.680066   100.000000
23.9900   0.021585   23.282058   76.696356   100.000000
24.0000   0.021509   23.265855   76.712635   100.000000
24.0100   0.021434   23.249663   76.728903   100.000000
24.0200   0.021359   23.233483   76.745159   100.000000
24.0300   0.021284   23.217313   76.761404   100.000000
24.0400   0.021209   23.201154   76.777637   100.000000
24.0500   0.021134   23.185006   76.793859   100.000000
24.0600   0.021060   23.168870   76.810070   100.000000
24.0700   0.020986   23.152744   76.826270   100.000000
24.0800   0.020912   23.136629   76.842458   100.000000
24.0900   0.020839   23.120526   76.858635   100.000000
24.1000   0.020766   23.104433   76.874801   100.000000
24.1100   0.020693   23.088351   76.890956   100.000000
24.1200   0.020620   23.072281   76.907099   100.000000
24.1300   0.020548   23.056221   76.923231   100.000000
24.1400   0.020476   23.040172   76.939352   100.000000
24.1500   0.020404   23.024135   76.955462   100.000000
24.1600   0.020332   23.008108   76.971560   100.000000
24.1700   0.020261   22.992092   76.987647   100.000000
24.1800   0.020189   22.976087   77.003723   100.000000
24.1900   0.020119   22.960093   77.019788   100.000000
24.2000   0.020048   22.944110   77.035842   100.000000
24.2100   0.019977   22.928138   77.051884   100.000000
24.2200   0.019907   22.912177   77.067916   100.000000
24.2300   0.019837   22.896227   77.083936   100.000000
24.2400   0.019768   22.880287   77.099945   100.000000
24.2500   0.019698   22.864359   77.115943   100.000000
24.2600   0.019629   22.848441   77.131930   100.000000
24.2700   0.019560   22.832535   77.147905   100.000000
24.2800   0.019491   22.816639   77.163870   100.000000
24.2900   0.019423   22.800754   77.179823   100.000000
24.3000   0.019355   22.784880   77.195765   100.000000
24.3100   0.019287   22.769017   77.211696   100.000000
24.3200   0.019219   22.753164   77.227616   100.000000
24.3300   0.019152   22.737323   77.243525   100.000000
24.3400   0.019084   22.721492   77.259423   100.000000
24.3500   0.019017   22.705673   77.275310   100.000000
24.3600   0.018950   22.689864   77.291186   100.000000
24.3700   0.018884   22.674065   77.307051   100.000000
24.3800   0.018818   22.658278   77.322904   100.000000
24.3900   0.018751   22.642502   77.338747   100.000000
24.4000   0.018686   22.626736   77.354579   100.000000
24.4100   0.018620   22.610981   77.370399   100.000000
24.4200   0.018555   22.595237   77.386209   100.000000
24.4300   0.018489   22.579503   77.402007   100.000000
24.4400   0.018424   22.563781   77.417795   100.000000
24.4500   0.018360   22.548069   77.433571   100.000000
24.4600   0.018295   22.532368   77.449337   100.000000
24.4700   0.018231   22.516677   77.465092   100.000000
24.4800   0.018167   22.500998   77.480835   100.000000
24.4900   0.018103   22.485329   77.496568   100.000000
24.5000   0.018040   22.469671   77.512290   100.000000
24.5100   0.017976   22.454023   77.528000   100.000000
24.5200   0.017913   22.438387   77.543700   100.000000
24.5300   0.017850   22.422761   77.559389   100.000000
24.5400   0.017787   22.407145   77.575067   100.000000
24.5500   0.017725   22.391541   77.590734   100.000000
24.5600   0.017663   22.375947   77.606390   100.000000
24.5700   0.017601   22.360364   77.622035   100.000000
24.5800   0.017539   22.344791   77.637670   100.000000
24.5900   0.017477   22.329229   77.653293   100.000000
24.6000   0.017416   22.313678   77.668906   100.000000
24.6100   0.017355   22.298138   77.684508   100.000000
24.6200   0.017294   22.282608   77.700098   100.000000
24.6300   0.017233   22.267089   77.715678   100.000000
24.6400   0.017172   22.251580   77.731247   100.000000
24.6500   0.017112   22.236082   77.746806   100.000000
24.6600   0.017052   22.220595   77.762353   100.000000
24.6700   0.016992   22.205118   77.777890   100.000000
24.6800   0.016932   22.189652   77.793416   100.000000
24.6900   0.016873   22.174196   77.808931   100.000000
24.7000   0.016814   22.158752   77.824435   100.000000
24.7100   0.016755   22.143317   77.839928   100.000000
24.7200   0.016696   22.127894   77.855411   100.000000
24.7300   0.016637   22.112480   77.870882   100.000000
24.7400   0.016579   22.097078   77.886343   100.000000
24.7500   0.016521   22.081686   77.901794   100.000000
24.7600   0.016463   22.066304   77.917233   100.000000
24.7700   0.016405   22.050933   77.932662   100.000000
24.7800   0.016347   22.035573   77.948080   100.000000
24.7900   0.016290   22.020223   77.963487   100.000000
24.8000   0.016232   22.004884   77.978884   100.000000
24.8100   0.016175   21.989555   77.994269   100.000000
24.8200   0.016119   21.974237   78.009644   100.000000
24.8300   0.016062   21.958929   78.025009   100.000000
24.8400   0.016006   21.943632   78.040362   100.000000
24.8500   0.015949   21.928345   78.055705   100.000000
24.8600   0.015893   21.913069   78.071038   100.000000
24.8700   0.015838   21.897803   78.086359   100.000000
24.8800   0.015782   21.882548   78.101670   100.000000
24.8900   0.015726   21.867303   78.116970   100.000000
24.9000   0.015671   21.852069   78.132260   100.000000
24.9100   0.015616   21.836845   78.147539   100.000000
24.9200   0.015561   21.821631   78.162807   100.000000
24.9300   0.015507   21.806428   78.178065   100.000000
24.9400   0.015452   21.791236   78.193312   100.000000
24.9500   0.015398   21.776054   78.208548   100.000000
24.9600   0.015344   21.760882   78.223774   100.000000
24.9700   0.015290   21.745721   78.238989   100.000000
24.9800   0.015236   21.730570   78.254194   100.000000
24.9900   0.015183   21.715429   78.269388   100.000000
25.0000   0.015129   21.700299   78.284571   100.000000
25.0100   0.015076   21.685180   78.299744   100.000000
25.0200   0.015023   21.670070   78.314906   100.000000
25.0300   0.014971   21.654971   78.330058   100.000000
25.0400   0.014918   21.639883   78.345199   100.000000
25.0500   0.014866   21.624805   78.360330   100.000000
25.0600   0.014813   21.609737   78.375450   100.000000
25.0700   0.014761   21.594679   78.390559   100.000000
25.0800   0.014709   21.579632   78.405658   100.000000
25.0900   0.014658   21.564596   78.420747   100.000000
25.1000   0.014606   21.549569   78.435825   100.000000
25.1100   0.014555   21.534553   78.450892   100.000000
25.1200   0.014504   21.519547   78.465949   100.000000
25.1300   0.014453   21.504552   78.480995   100.000000
25.1400   0.014402   21.489567   78.496031   100.000000
25.1500   0.014352   21.474592   78.511057   100.000000
25.1600   0.014301   21.459627   78.526072   100.000000
25.1700   0.014251   21.444673   78.541076   100.000000
25.1800   0.014201   21.429729   78.556070   100.000000
25.1900   0.014151   21.414795   78.571054   100.000000
25.2000   0.014101   21.399871   78.586027   100.000000
25.2100   0.014052   21.384958   78.600990   100.000000
25.2200   0.014002   21.370055   78.615942   100.000000
25.2300   0.013953   21.355163   78.630884   100.000000
25.2400   0.013904   21.340280   78.645816   100.000000
25.2500   0.013855   21.325408   78.660737   100.000000
25.2600   0.013807   21.310546   78.675647   100.000000
25.2700   0.013758   21.295694   78.690548   100.000000
25.2800   0.013710   21.280852   78.705438   100.000000
25.2900   0.013662   21.266021   78.720317   100.000000
25.3000   0.013614   21.251200   78.735186   100.000000
25.3100   0.013566   21.236389   78.750045   100.000000
25.3200   0.013518   21.221588   78.764894   100.000000
25.3300   0.013471   21.206797   78.779732   100.000000
25.3400   0.013424   21.192017   78.794559   100.000000
25.3500   0.013376   21.177247   78.809377   100.000000
25.3600   0.013329   21.162487   78.824184   100.000000
25.3700   0.013283   21.147737   78.838981   100.000000
25.3800   0.013236   21.132997   78.853767   100.000000
25.3900   0.013189   21.118267   78.868543   100.000000
25.4000   0.013143   21.103548   78.883309   100.000000
25.4100   0.013097   21.088838   78.898065   100.000000
25.4200   0.013051   21.074139   78.912810   100.000000
25.4300   0.013005   21.059450   78.927545   100.000000
25.4400   0.012959   21.044771   78.942270   100.000000
25.4500   0.012914   21.030102   78.956984   100.000000
25.4600   0.012869   21.015443   78.971689   100.000000
25.4700   0.012823   21.000794   78.986382   100.000000
25.4800   0.012778   20.986155   79.001066   100.000000
25.4900   0.012733   20.971527   79.015740   100.000000
25.5000   0.012689   20.956908   79.030403   100.000000
25.5100   0.012644   20.942300   79.045056   100.000000
25.5200   0.012600   20.927701   79.059699   100.000000
25.5300   0.012556   20.913113   79.074331   100.000000
25.5400   0.012511   20.898535   79.088954   100.000000
25.5500   0.012467   20.883966   79.103566   100.000000
25.5600   0.012424   20.869408   79.118168   100.000000
25.5700   0.012380   20.854860   79.132760   100.000000
25.5800   0.012337   20.840322   79.147342   100.000000
25.5900   0.012293   20.825794   79.161913   100.000000
25.6000   0.012250   20.811275   79.176474   100.000000
25.6100   0.012207   20.796767   79.191026   100.000000
25.6200   0.012164   20.782269   79.205567   100.000000
25.6300   0.012121   20.767781   79.220098   100.000000
25.6400   0.012079   20.753303   79.234618   100.000000
25.6500   0.012036   20.738834   79.249129   100.000000
25.6600   0.011994   20.724376   79.263630   100.000000
25.6700   0.011952   20.709928   79.278120   100.000000
25.6800   0.011910   20.695489   79.292601   100.000000
25.6900   0.011868   20.681061   79.307071   100.000000
25.7000   0.011827   20.666643   79.321531   100.000000
25.7100   0.011785   20.652234   79.335981   100.000000
25.7200   0.011744   20.637835   79.350421   100.000000
25.7300   0.011702   20.623447   79.364851   100.000000
25.7400   0.011661   20.609068   79.379271   100.000000
25.7500   0.011620   20.594699   79.393681   100.000000
25.7600   0.011579   20.580340   79.408080   100.000000
25.7700   0.011539   20.565991   79.422470   100.000000
25.7800   0.011498   20.551652   79.436850   100.000000
25.7900   0.011458   20.537323   79.451220   100.000000
25.8000   0.011418   20.523003   79.465579   100.000000
25.8100   0.011378   20.508694   79.479929   100.000000
25.8200   0.011338   20.494394   79.494269   100.000000
25.8300   0.011298   20.480104   79.508598   100.000000
25.8400   0.011258   20.465824   79.522918   100.000000
25.8500   0.011219   20.451554   79.537227   100.000000
25.8600   0.011179   20.437294   79.551527   100.000000
25.8700   0.011140   20.423043   79.565817   100.000000
25.8800   0.011101   20.408803   79.580097   100.000000
25.8900   0.011062   20.394572   79.594366   100.000000
25.9000   0.011023   20.380351   79.608626   100.000000
25.9100   0.010984   20.366140   79.622876   100.000000
25.9200   0.010946   20.351938   79.637116   100.000000
25.9300   0.010907   20.337747   79.651346   100.000000
25.9400   0.010869   20.323565   79.665566   100.000000
25.9500   0.010831   20.309393   79.679777   100.000000
25.9600   0.010793   20.295231   79.693977   100.000000
25.9700   0.010755   20.281078   79.708167   100.000000
25.9800   0.010717   20.266935   79.722348   100.000000
25.9900   0.010679   20.252802   79.736518   100.000000
26.0000   0.010642   20.238679   79.750679   100.000000
26.0100   0.010604   20.224566   79.764830   100.000000
26.0200   0.010567   20.210462   79.778971   100.000000
26.0300   0.010530   20.196368   79.793102   100.000000
26.0400   0.010493   20.182284   79.807223   100.000000
26.0500   0.010456   20.168209   79.821335   100.000000
26.0600   0.010419   20.154144   79.835436   100.000000
26.0700   0.010383   20.140089   79.849528   100.000000
26.0800   0.010346   20.126044   79.863610   100.000000
26.0900   0.010310   20.112008   79.877682   100.000000
26.1000   0.010274   20.097982   79.891744   100.000000
26.1100   0.010238   20.083965   79.905797   100.000000
26.1200   0.010202   20.069959   79.919839   100.000000
26.1300   0.010166   20.055962   79.933872   100.000000
26.1400   0.010130   20.041974   79.947895   100.000000
26.1500   0.010095   20.027997   79.961909   100.000000
26.1600   0.010059   20.014028   79.975912   100.000000
26.1700   0.010024   20.000070   79.989906   100.000000
26.1800   0.009989   19.986121   80.003890   100.000000
26.1900   0.009954   19.972182   80.017864   100.000000
26.2000   0.009919   19.958252   80.031829   100.000000
26.2100   0.009884   19.944333   80.045784   100.000000
26.2200   0.009849   19.930422   80.059729   100.000000
26.2300   0.009815   19.916522   80.073664   100.000000
26.2400   0.009780   19.902630   80.087590   100.000000
26.2500   0.009746   19.888749   80.101505   100.000000
26.2600   0.009711   19.874877   80.115412   100.000000
26.2700   0.009677   19.861015   80.129308   100.000000
26.2800   0.009643   19.847162   80.143195   100.000000
26.2900   0.009610   19.833319   80.157072   100.000000
26.3000   0.009576   19.819485   80.170939   100.000000
26.3100   0.009542   19.805661   80.184797   100.000000
26.3200   0.009509   19.791846   80.198645   100.000000
26.3300   0.009475   19.778041   80.212484   100.000000
26.3400   0.009442   19.764246   80.226312   100.000000
26.3500   0.009409   19.750460   80.240132   100.000000
26.3600   0.009376   19.736683   80.253941   100.000000
26.3700   0.009343   19.722916   80.267741   100.000000
26.3800   0.009310   19.709159   80.281531   100.000000
26.3900   0.009277   19.695411   80.295312   100.000000
26.4000   0.009245   19.681673   80.309083   100.000000
26.4100   0.009212   19.667944   80.322844   100.000000
26.4200   0.009180   19.654224   80.336596   100.000000
26.4300   0.009148   19.640514   80.350338   100.000000
26.4400   0.009115   19.626814   80.364071   100.000000
26.4500   0.009083   19.613123   80.377794   100.000000
26.4600   0.009052   19.599441   80.391507   100.000000
26.4700   0.009020   19.585769   80.405211   100.000000
26.4800   0.008988   19.572106   80.418905   100.000000
26.4900   0.008957   19.558453   80.432590   100.000000
26.5000   0.008925   19.544809   80.446265   100.000000
26.5100   0.008894   19.531175   80.459931   100.000000
26.5200   0.008862   19.517550   80.473587   100.000000
26.5300   0.008831   19.503935   80.487234   100.000000
26.5400   0.008800   19.490329   80.500871   100.000000
26.5500   0.008769   19.476732   80.514499   100.000000
26.5600   0.008739   19.463145   80.528117   100.000000
26.5700   0.008708   19.449567   80.541725   100.000000
26.5800   0.008677   19.435998   80.555324   100.000000
26.5900   0.008647   19.422439   80.568914   100.000000
26.6000   0.008617   19.408889   80.582494   100.000000
26.6100   0.008586   19.395349   80.596065   100.000000
26.6200   0.008556   19.381818   80.609626   100.000000
26.6300   0.008526   19.368296   80.623178   100.000000
26.6400   0.008496   19.354784   80.636720   100.000000
26.6500   0.008466   19.341281   80.650253   100.000000
26.6600   0.008437   19.327787   80.663776   100.000000
26.6700   0.008407   19.314303   80.677290   100.000000
26.6800   0.008377   19.300828   80.690795   100.000000
26.6900   0.008348   19.287362   80.704290   100.000000
26.7000   0.008319   19.273906   80.717776   100.000000
26.7100   0.008289   19.260459   80.731252   100.000000
26.7200   0.008260   19.247021   80.744719   100.000000
26.7300   0.008231   19.233593   80.758176   100.000000
26.7400   0.008202   19.220173   80.771624   100.000000
26.7500   0.008174   19.206763   80.785063   100.000000
26.7600   0.008145   19.193363   80.798492   100.000000
26.7700   0.008116   19.179972   80.811912   100.000000
26.7800   0.008088   19.166589   80.825323   100.000000
26.7900   0.008059   19.153217   80.838724   100.000000
26.8000   0.008031   19.139853   80.852116   100.000000
26.8100   0.008003   19.126499   80.865499   100.000000
26.8200   0.007975   19.113154   80.878872   100.000000
26.8300   0.007947   19.099818   80.892236   100.000000
26.8400   0.007919   19.086491   80.905590   100.000000
26.8500   0.007891   19.073174   80.918935   100.000000
26.8600   0.007863   19.059865   80.932271   100.000000
26.8700   0.007836   19.046566   80.945598   100.000000
26.8800   0.007808   19.033277   80.958915   100.000000
26.8900   0.007781   19.019996   80.972223   100.000000
26.9000   0.007753   19.006725   80.985522   100.000000
26.9100   0.007726   18.993462   80.998812   100.000000
26.9200   0.007699   18.980209   81.012092   100.000000
26.9300   0.007672   18.966965   81.025363   100.000000
26.9400   0.007645   18.953731   81.038624   100.000000
26.9500   0.007618   18.940505   81.051877   100.000000
26.9600   0.007591   18.927289   81.065120   100.000000
26.9700   0.007565   18.914081   81.078354   100.000000
26.9800   0.007538   18.900883   81.091579   100.000000
26.9900   0.007512   18.887694   81.104794   100.000000
27.0000   0.007485   18.874514   81.118000   100.000000
27.0100   0.007459   18.861344   81.131197   100.000000
27.0200   0.007433   18.848182   81.144385   100.000000
27.0300   0.007407   18.835030   81.157564   100.000000
27.0400   0.007381   18.821886   81.170733   100.000000
27.0500   0.007355   18.808752   81.183893   100.000000
27.0600   0.007329   18.795627   81.197044   100.000000
27.0700   0.007303   18.782511   81.210186   100.000000
27.0800   0.007278   18.769404   81.223319   100.000000
27.0900   0.007252   18.756306   81.236442   100.000000
27.1000   0.007226   18.743217   81.249557   100.000000
27.1100   0.007201   18.730137   81.262662   100.000000
27.1200   0.007176   18.717066   81.275758   100.000000
27.1300   0.007151   18.704004   81.288845   100.000000
27.1400   0.007125   18.690952   81.301923   100.000000
27.1500   0.007100   18.677908   81.314992   100.000000
27.1600   0.007076   18.664873   81.328051   100.000000
27.1700   0.007051   18.651848   81.341102   100.000000
27.1800   0.007026   18.638831   81.354143   100.000000
27.1900   0.007001   18.625824   81.367175   100.000000
27.2000   0.006977   18.612825   81.380198   100.000000
27.2100   0.006952   18.599836   81.393212   100.000000
27.2200   0.006928   18.586855   81.406217   100.000000
27.2300   0.006903   18.573883   81.419213   100.000000
27.2400   0.006879   18.560921   81.432200   100.000000
27.2500   0.006855   18.547967   81.445178   100.000000
27.2600   0.006831   18.535023   81.458146   100.000000
27.2700   0.006807   18.522087   81.471106   100.000000
27.2800   0.006783   18.509160   81.484057   100.000000
27.2900   0.006759   18.496243   81.496998   100.000000
27.3000   0.006735   18.483334   81.509931   100.000000
27.3100   0.006712   18.470434   81.522854   100.000000
27.3200   0.006688   18.457543   81.535769   100.000000
27.3300   0.006665   18.444661   81.548674   100.000000
27.3400   0.006641   18.431788   81.561571   100.000000
27.3500   0.006618   18.418924   81.574458   100.000000
27.3600   0.006595   18.406069   81.587337   100.000000
27.3700   0.006572   18.393222   81.600206   100.000000
27.3800   0.006548   18.380385   81.613067   100.000000
27.3900   0.006525   18.367556   81.625918   100.000000
27.4000   0.006503   18.354737   81.638761   100.000000
27.4100   0.006480   18.341926   81.651594   100.000000
27.4200   0.006457   18.329124   81.664419   100.000000
27.4300   0.006434   18.316331   81.677235   100.000000
27.4400   0.006412   18.303547   81.690041   100.000000
27.4500   0.006389   18.290772   81.702839   100.000000
27.4600   0.006367   18.278005   81.715628   100.000000
27.4700   0.006344   18.265248   81.728408   100.000000
27.4800   0.006322   18.252499   81.741179   100.000000
27.4900   0.006300   18.239759   81.753941   100.000000
27.5000   0.006278   18.227028   81.766694   100.000000
27.5100   0.006256   18.214306   81.779439   100.000000
27.5200   0.006234   18.201592   81.792174   100.000000
27.5300   0.006212   18.188887   81.804901   100.000000
27.5400   0.006190   18.176192   81.817618   100.000000
27.5500   0.006168   18.163505   81.830327   100.000000
27.5600   0.006147   18.150826   81.843027   100.000000
27.5700   0.006125   18.138157   81.855718   100.000000
27.5800   0.006104   18.125496   81.868400   100.000000
27.5900   0.006082   18.112844   81.881073   100.000000
27.6000   0.006061   18.100201   81.893738   100.000000
27.6100   0.006039   18.087567   81.906394   100.000000
27.6200   0.006018   18.074941   81.919040   100.000000
27.6300   0.005997   18.062325   81.931678   100.000000
27.6400   0.005976   18.049717   81.944307   100.000000
27.6500   0.005955   18.037117   81.956928   100.000000
27.6600   0.005934   18.024527   81.969539   100.000000
27.6700   0.005913   18.011945   81.982142   100.000000
27.6800   0.005892   17.999372   81.994736   100.000000
27.6900   0.005872   17.986807   82.007321   100.000000
27.7000   0.005851   17.974251   82.019897   100.000000
27.7100   0.005831   17.961704   82.032465   100.000000
27.7200   0.005810   17.949166   82.045024   100.000000
27.7300   0.005790   17.936637   82.057574   100.000000
27.7400   0.005769   17.924116   82.070115   100.000000
27.7500   0.005749   17.911603   82.082647   100.000000
27.7600   0.005729   17.899100   82.095171   100.000000
27.7700   0.005709   17.886605   82.107686   100.000000
27.7800   0.005689   17.874119   82.120193   100.000000
27.7900   0.005669   17.861641   82.132690   100.000000
27.8000   0.005649   17.849172   82.145179   100.000000
27.8100   0.005629   17.836712   82.157659   100.000000
27.8200   0.005609   17.824260   82.170130   100.000000
27.8300   0.005590   17.811817   82.182593   100.000000
27.8400   0.005570   17.799383   82.195047   100.000000
27.8500   0.005550   17.786957   82.207492   100.000000
27.8600   0.005531   17.774540   82.219929   100.000000
27.8700   0.005511   17.762132   82.232357   100.000000
27.8800   0.005492   17.749732   82.244776   100.000000
27.8900   0.005473   17.737340   82.257187   100.000000
27.9000   0.005454   17.724958   82.269589   100.000000
27.9100   0.005434   17.712584   82.281982   100.000000
27.9200   0.005415   17.700218   82.294367   100.000000
27.9300   0.005396   17.687861   82.306742   100.000000
27.9400   0.005377   17.675513   82.319110   100.000000
27.9500   0.005358   17.663173   82.331468   100.000000
27.9600   0.005340   17.650842   82.343819   100.000000
27.9700   0.005321   17.638519   82.356160   100.000000
27.9800   0.005302   17.626205   82.368493   100.000000
27.9900   0.005284   17.613899   82.380817   100.000000
28.0000   0.005265   17.601602   82.393133   100.000000
28.0100   0.005247   17.589314   82.405440   100.000000
28.0200   0.005228   17.577034   82.417738   100.000000
28.0300   0.005210   17.564762   82.430028   100.000000
28.0400   0.005191   17.552499   82.442309   100.000000
28.0500   0.005173   17.540245   82.454582   100.000000
28.0600   0.005155   17.527999   82.466846   100.000000
28.0700   0.005137   17.515762   82.479101   100.000000
28.0800   0.005119   17.503533   82.491348   100.000000
28.0900   0.005101   17.491312   82.503587   100.000000
28.1000   0.005083   17.479100   82.515817   100.000000
28.1100   0.005065   17.466897   82.528038   100.000000
28.1200   0.005047   17.454702   82.540251   100.000000
